General Information;;;General Information;;;;;;;Metal/Commodity 1;;;Metal/Commodity 2;;;Metal/Commodity 3;;;Metal/Commodity 4;;;Shareholder data;;;;;Sources;;;;;;;;;;;;;
ID;ID Name;Name_Mine;Status;Type  [OP/UG];Processing Method;Latitude;Longitude;Name_Mining Company;ROM [Mt/a];Metal/Commodity;Avg. grade; Production [t/a] ;Metal2;Avg. Grade2; Production [t/a]4 ;Metal_3;Avg. Grade3;Production [kg/a];Metal_4;Avg. Grade_Metal_4;Production [kg/a]2;Name_Main Shareholder_1;Name_Main Shareholder_2;Name_Main Shareholder_3;Name_Main Shareholder_4;Name_Main Shareholder_5;Source_URL_1;Source_URL_2;Source_URL_3;Source_URL_4;;;;;;;;;;
2524;Sierra Gorda;Sierra Gorda;operational;OP;Flotation;22° 85' S;69° 34' W;Sierra Gorda S.C.M (operator);35,0;Cu;0,35%; 81800 t/a ;Mo;210 ppm;4082;Au;0,059 ppm;N/A;Ag; N/A ;27600 kg/a;KGHM Polska Miedz S.A. (55%);Sumitomo Metal Mining Co., Ltd (31,5%);Sumitomo Corporation (13,5%);-;-;https://miningdataonline.com/property/170/Sierra-Gorda-Mine.aspx;https://www.annualreports.com/HostedData/AnnualReports/PDF/LSE_ANTO_2020.pdf;https://www.antofagasta.co.uk/media/4049/aplc20q4prodreport-vf.pdf;;;;;;;;;;;
2525;Sierra Gorda;Sierra Gorda;operational;OP;Flotation;22° 85' S;69° 34' W;Sierra Gorda S.C.M (operator);35,0;Cu;0,35%; 81800 t/a ;Mo;211 ppm;4082;Au;0,059 ppm;N/A;Ag; N/A ;27601 kg/a;KGHM Polska Miedz S.A. (55%);Sumitomo Metal Mining Co., Ltd (31,5%);Sumitomo Corporation (13,5%);-;-;https://miningdataonline.com/property/170/Sierra-Gorda-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2526;Sierra Gorda;Sierra Gorda;operational;OP;Flotation;22° 85' S;69° 34' W;Sierra Gorda S.C.M (operator);35,0;Cu;0,35%; 81800 t/a ;Mo;212 ppm;4082;Au;0,059 ppm;N/A;Ag; N/A ;27602 kg/a;KGHM Polska Miedz S.A. (55%);Sumitomo Metal Mining Co., Ltd (31,5%);Sumitomo Corporation (13,5%);-;-;https://miningdataonline.com/property/170/Sierra-Gorda-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2620;Mantos de La Luna;Mantos de La Luna;decomissioned;OP;Heap leach, SX-EW;" 22°23'00""S";"70°12'34""W";Compania Mantos de La Luna ;N/A;Cu; N/A ; 25000 t/a ;-;-;-;-;-;-;-;-;-; Compañía Minera Gatico SA (100%);-;-;-;-;https://thediggings.com/mines/usgs10104603;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://www.guiaminera.cl/compania-minera-mantos-de-la-luna-s-a/;;;;;;;;;;;
2622;Mantos de La Luna;Mantos de La Luna;decomissioned;OP;Heap leach, SX-EW;" 22°22'55""S";"70°10'50""W";Compania Mantos de La Luna ;N/A;Cu; N/A ; 25000 t/a ;-;-;-;-;-;-;-;-;-; Compañía Minera Gatico SA (100%);-;-;-;-;https://thediggings.com/mines/usgs10104603;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://www.guiaminera.cl/compania-minera-mantos-de-la-luna-s-a/;;;;;;;;;;;
2650;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°44'01""S";"70°09'56""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19031;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2651;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°41'39""S";"70°13'26""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19032;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2652;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°42'56""S";"70°15'28""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19033;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2653;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°43'13""S";"70°13'56""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19034;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2657;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°43'01""S";"70°10'54""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19035;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2658;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°42'48""S";"70°11'46""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19036;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2659;Sierra Gorda;Sierra Gorda;operational;OP;Flotation;" 22°48'37""S";"69°23'15""W";Sierra Gorda S.C.M (operator);35,0;Cu;0,35%; 81800 t/a ;Mo;213 ppm;4082;Au;0,059 ppm;N/A;Ag; N/A ;27603 kg/a;KGHM Polska Miedz S.A. (55%);Sumitomo Metal Mining Co., Ltd (31,5%);Sumitomo Corporation (13,5%);-;-;https://miningdataonline.com/property/170/Sierra-Gorda-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2660;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°43'02""S";"70°10'06""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19037;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2661;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°38'49""S";"70°14'41""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19038;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2662;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°36'19""S";"70°10'00""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19039;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2672;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°40'38""S";"70°14'15""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19040;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2677;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°41'12""S";"70°10'51""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19041;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2683;Spence;Spence;operational;OP;Heap leach, SX-EW;22.81°S;69.27°W;Minera Spence S. A.;20,0;Cu; N/A ; 200000  t/a ;-;-;-;-; - ;-;-; - ;-;BHP Group Ltd. (100%);-;-;-;-;https://miningdataonline.com/property/169/Spence-Mine.aspx;;;;;;;;;;;;;
2684;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°39'34""S";"70°07'08""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19042;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2685;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°39'52""S";"70°11'11""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19043;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2705;Antucoya;Antucoya;operational;OP;Flotation, heap leach, SX-EW;" 22°37'52.89""S";" 69°52'31.55""W";Antofagasta Minerals;22,0;Cu;0,38%; 79300 t/a ;-;-;-;-;-;-;-; - ;-;Antofagasta PLC (70%);Marubeni Corp. (30%);-;-;-;https://www.annualreports.com/HostedData/AnnualReports/PDF/LSE_ANTO_2020.pdf;;;;;;;;;;;;;
2788;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°45'35""S";"70°13'10""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19044;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2789;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°45'17""S";"70°13'19""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19045;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2798;Michilla;Michilla;Care & Maintanance, restart planned;OP->UG;Heap leach, SX-EW;" 22°44'37""S";"70°14'05""W";Haldemann Mining Company (HMC);N/A;Cu; N/A ; N/A ;-;-;-;-;-;-;-;-;-;Haldemann Mining Company (HMC);-;-;-;-;https://pilotaje.cl/minera-michilla-sitio-de-prueba/;https://thediggings.com/mines/19046;https://www.aminerals.cl/comunicaciones/noticias/2016/se-acuerda-traspaso-de-minera-michilla-a-haldeman-mining-company-sa/;;;;;;;;;;;
2800;Sierra Gorda;Sierra Gorda;operational;OP;Flotation;22° 85' S;69° 34' W;Sierra Gorda S.C.M (operator);35,0;Cu;0,35%; 81800 t/a ;Mo;213 ppm;4082;Au;0,059 ppm;N/A;Ag; N/A ;27604 kg/a;KGHM Polska Miedz S.A. (55%);Sumitomo Metal Mining Co., Ltd (31,5%);Sumitomo Corporation (13,5%);-;-;https://miningdataonline.com/property/170/Sierra-Gorda-Mine.aspx;https://www.miningnewsfeed.com/reports/annual/KGHMPolskaMiedz_AR_2018.pdf;https://kghm.com/en/investors/results-center/integrated-reports;;;;;;;;;;;
2888;Chuquicamata & Radomiro Tomic;Chuquicamata;operational;OP;Flotation, heap leach, SX-EW;22.31°S;68.92°W;Codelco Corp. (operator);50,0;Cu;0,68%; 320744 t/a ;Mo; N/A ;12172;Au;0,04 ppm;1410 kg/a;Ag; N/A ;261959 kg/a;Codelco Corp. (100%);-;-;-;-;https://miningdataonline.com/property/405/Chuquicamata-Mine.aspx;;;;;;;;;;;;;
2928;El Abra;El Abra;operational;OP;Flotation, heap leach, SX-EW;21.92°S;68.83°W;Sociedad Contractual Minera El Abra (operator);30,0;Cu;0,42%; 40000 t/a ;Mo;100 ppm;N/A;Au;0,02 ppm;N/A;Ag; 1,3 ppm ;N/A;Freeport-McMoRan Inc. (51%);Codelco Corp. (49%);-;-;-;https://miningdataonline.com/property/158/El-Abra-Mine.aspx;https://miningdataonline.com/property/239/Antucoya-Mine.aspx;;;;;;;;;;;;
2929;El Abra;El Abra;operational;OP;Flotation, heap leach, SX-EW;21.92°S;68.83°W;Sociedad Contractual Minera El Abra (operator);30,0;Cu;0,42%; 40000 t/a ;Mo;100 ppm;N/A;Au;0,02 ppm;N/A;Ag; 1,3 ppm ;N/A;Freeport-McMoRan Inc. (51%);Codelco Corp. (49%);-;-;-;https://miningdataonline.com/property/158/El-Abra-Mine.aspx;http://www.andeangeology.cl/index.php/revista1/article/view/V48n1-3294/pdf;;;;;;;;;;;;
2946;El Abra;El Abra;operational;OP;Flotation, heap leach, SX-EW;21.92°S;68.83°W;Sociedad Contractual Minera El Abra (operator);30,0;Cu;0,42%; 40000 t/a ;Mo;100 ppm;N/A;Au;0,02 ppm;N/A;Ag; 1,3 ppm ;N/A;Freeport-McMoRan Inc. (51%);Codelco Corp. (49%);-;-;-;https://miningdataonline.com/property/158/El-Abra-Mine.aspx;https://minedocs.com/20/Codelco-Corp-AR-2019.pdf;;;;;;;;;;;;
2951;El Abra;El Abra;operational;OP;Flotation, heap leach, SX-EW;21.92°S;68.83°W;Sociedad Contractual Minera El Abra (operator);30,0;Cu;0,42%; 40000 t/a ;Mo;100 ppm;N/A;Au;0,02 ppm;N/A;Ag; 1,3 ppm ;N/A;Freeport-McMoRan Inc. (51%);Codelco Corp. (49%);-;-;-;https://miningdataonline.com/property/158/El-Abra-Mine.aspx;https://minedocs.com/20/Codelco-Corp-AR-2019.pdf;;;;;;;;;;;;
2997;El Abra;El Abra;operational;OP;Flotation, heap leach, SX-EW;21.92°S;68.83°W;Sociedad Contractual Minera El Abra (operator);30,0;Cu;0,42%; 40000 t/a ;Mo;100 ppm;N/A;Au;0,02 ppm;N/A;Ag; 1,3 ppm ;N/A;Freeport-McMoRan Inc. (51%);Codelco Corp. (49%);-;-;-;https://miningdataonline.com/property/158/El-Abra-Mine.aspx;https://minedocs.com/20/Codelco-Corp-AR-2019.pdf;;;;;;;;;;;;
3188;Collahausi;Collahausi;operational;OP;Flotation, heap leach, SX-EW;20° 59' 34'' S;68° 38' 13'' W;Compania Minera Dona Ines de Collahausi SCM (operator);72,0;Cu;0,79%; 629100 t/a ;Mo; N/A ;5000t/a;Au;N/A;2835 kg/a;Ag; - ;226800 kg/a;Anglo American plc. (44%);Glencore plc. (44%);Mitsui & Co, Ltd. (12%);-;-;https://miningdataonline.com/property/1383/Collahuasi-Mine.aspx;https://minedocs.com/20/Codelco-Corp-AR-2019.pdf;;;;;;;;;;;;
3204;Quebrada Blanca;Quebrada Blanca;operational (commissioning of Phase 2);OP;Heap leach, SX-EW;21° 00' 14'' S;68° 48' 16'' W;Teck (operator);51,8;Cu;0,51%; 286000 t/a ;Mo;0,02%;6500;-;-;-;Ag;1.4 ppm;1900 kg/a;Tech Resources (60%);Sumitomo Metal Mining Co. (30%);ENAMI (10%);;;https://www.miningnewsfeed.com/reports/Quebrada_Blanca_Phase_2_Technical_Report_01012019.pdf;https://www.teck.com/operaciones-es/chile-es/operaciones-es/quebrada-blanca-es/;https://miningdataonline.com/property/167/Quebrada-Blanca-Mine.aspx;;;;;;;;;;;
3215;Collahausi;Collahausi;operational;OP;Flotation, heap leach, SX-EW;20° 59' 34'' S;68° 38' 13'' W;Compania Minera Dona Ines de Collahausi SCM (operator);72,0;Cu;0,79%; 629100 t/a ;Mo; N/A ;5000t/a;Au;N/A;2836 kg/a;Ag; - ;226800 kg/a;Anglo American plc. (44%);Glencore plc. (44%);Mitsui & Co, Ltd. (12%);-;-;https://miningdataonline.com/property/1383/Collahuasi-Mine.aspx;;;;;;;;;;;;;
3217;Collahausi;Collahausi;operational;OP;Flotation, heap leach, SX-EW;20° 59' 34'' S;68° 38' 13'' W;Compania Minera Dona Ines de Collahausi SCM (operator);72,0;Cu;0,79%; 629100 t/a ;Mo; N/A ;5000t/a;Au;N/A;2837 kg/a;Ag; - ;226800 kg/a;Anglo American plc. (44%);Glencore plc. (44%);Mitsui & Co, Ltd. (12%);-;-;https://miningdataonline.com/property/1383/Collahuasi-Mine.aspx;https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/media/presentations/2018pres/collahuasi-site-visit-presentation.pdf;;;;;;;;;;;;
3218;Collahausi;Collahausi;operational;OP;Flotation, heap leach, SX-EW;20° 59' 34'' S;68° 38' 13'' W;Compania Minera Dona Ines de Collahausi SCM (operator);72,0;Cu;0,79%; 629100 t/a ;Mo; N/A ;5000t/a;Au;N/A;2838 kg/a;Ag; - ;226800 kg/a;Anglo American plc. (44%);Glencore plc. (44%);Mitsui & Co, Ltd. (12%);-;-;https://miningdataonline.com/property/1383/Collahuasi-Mine.aspx;https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/media/presentations/2018pres/collahuasi-site-visit-presentation.pdf;;;;;;;;;;;;
3230;Cerro Colorado;Cerro Colorado;operational;OP;Flotation, heap leach, SX-EW;20.05°S;69.26°W;Compania Minera Cerro Colorado Ltd. ;N/A;Cu;0,90%; 63000 t/a ;-;-;-;Au;0,1 ppm;N/A;-; - ;-;BHP Group Ltd. (100%);-;-;-;-;https://miningdataonline.com/property/156/Cerro-Colorado-Mine.aspx;https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/media/presentations/2018pres/collahuasi-site-visit-presentation.pdf;;;;;;;;;;;;
3784;Ministro Hales;Ministro Hales;operational;OP;Flotation;22.41°S;68.91°W;Codelco Corp. (operator);30,0;Cu;0,34%; 195485 t/a ;-;-;-;-;-;-;Ag; N/A ;143780 kg/a;Codelco Corp. (100%);-;-;-;-;https://www.codelco.com/memoria2018/site/docs/20190408/20190408190123/codelco_annual_report_2018.pdf;https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group/PLC/media/presentations/2018pres/collahuasi-site-visit-presentation.pdf;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.andeangeology.cl/index.php/revista1/article/view/V48n1-3294/pdf
